STATEID,COUNTYID,STNAME,CTYNAME,POPN
51,065,Virginia,Fluvanna ,27280
51,067,Virginia,Franklin ,54469
51,069,Virginia,Frederick ,91766
51,071,Virginia,Giles ,16754
51,073,Virginia,Gloucester ,38688
51,075,Virginia,Goochland ,24828
51,077,Virginia,Grayson ,15300
51,079,Virginia,Greene ,20591
51,081,Virginia,Greensville ,11393
51,083,Virginia,Halifax ,33901
51,085,Virginia,Hanover ,110102
51,087,Virginia,Henrico ,334298
51,089,Virginia,Henry ,50782
51,091,Virginia,Highland ,2236
51,093,Virginia,Isle of Wight ,38658
51,095,Virginia,James City ,78412
51,097,Virginia,King and Queen ,6590
51,099,Virginia,King George ,26806
51,101,Virginia,King William ,17905
51,103,Virginia,Lancaster ,10910
51,105,Virginia,Lee ,22084
51,107,Virginia,Loudoun ,422597
51,109,Virginia,Louisa ,37757
51,111,Virginia,Lunenburg ,11930
51,113,Virginia,Madison ,13837
51,115,Virginia,Mathews ,8524
51,117,Virginia,Mecklenburg ,30287
51,119,Virginia,Middlesex ,10623
51,121,Virginia,Montgomery ,99508
51,125,Virginia,Nelson ,14732
51,127,Virginia,New Kent ,23086
51,131,Virginia,Northampton ,12232
51,133,Virginia,Northumberland ,11839
51,135,Virginia,Nottoway ,15614
51,137,Virginia,Orange ,36396
51,139,Virginia,Page ,23693
51,141,Virginia,Patrick ,17560
51,143,Virginia,Pittsylvania ,60312
51,145,Virginia,Powhatan ,30433
51,147,Virginia,Prince Edward ,21853
51,149,Virginia,Prince George ,43023
51,153,Virginia,Prince William ,482738
51,155,Virginia,Pulaski ,33760
51,157,Virginia,Rappahannock ,7312
51,159,Virginia,Richmond ,8920
51,161,Virginia,Roanoke ,96845
51,163,Virginia,Rockbridge ,22610
51,165,Virginia,Rockingham ,83758
51,167,Virginia,Russell ,25726
51,169,Virginia,Scott ,21547
51,171,Virginia,Shenandoah ,44255
51,173,Virginia,Smyth ,29730
51,175,Virginia,Southampton ,17949
51,177,Virginia,Spotsylvania ,140475
51,179,Virginia,Stafford ,157604
51,181,Virginia,Surry ,6546
51,183,Virginia,Sussex ,10768
51,185,Virginia,Tazewell ,40343
51,187,Virginia,Warren ,40782
51,191,Virginia,Washington ,53839
51,193,Virginia,Westmoreland ,18496
51,195,Virginia,Wise ,36018
51,197,Virginia,Wythe ,28274
51,199,Virginia,York ,70154
51,510,Virginia,Alexandria city,159097
51,520,Virginia,Bristol city,17259
51,530,Virginia,Buena Vista city,6620
51,540,Virginia,Charlottesville city,46423
51,550,Virginia,Chesapeake city,249679
51,570,Virginia,Colonial Heights city,18191
51,580,Virginia,Covington city,5721
51,590,Virginia,Danville city,42465
51,595,Virginia,Emporia city,5716
51,600,Virginia,Fairfax city,24129
51,610,Virginia,Falls Church city,14654
51,620,Virginia,Franklin city,8171
51,630,Virginia,Fredericksburg city,27995
51,640,Virginia,Galax city,6691
51,650,Virginia,Hampton city,137131
51,660,Virginia,Harrisonburg city,51675
51,670,Virginia,Hopewell city,22967
51,678,Virginia,Lexington city,7313
51,680,Virginia,Lynchburg city,78871
51,683,Virginia,Manassas city,42728
51,685,Virginia,Manassas Park city,17140
51,690,Virginia,Martinsville city,13422
51,700,Virginia,Newport News city,185916
51,710,Virginia,Norfolk city,237591
51,720,Virginia,Norton city,3679
51,730,Virginia,Petersburg city,33428
51,735,Virginia,Poquoson city,12455
51,740,Virginia,Portsmouth city,98015
51,750,Virginia,Radford city,16089
51,760,Virginia,Richmond city,226670
51,770,Virginia,Roanoke city,99875
51,775,Virginia,Salem city,25374
51,790,Virginia,Staunton city,25800
51,800,Virginia,Suffolk city,94685
51,810,Virginia,Virginia Beach city,459373
51,820,Virginia,Waynesboro city,22279
51,830,Virginia,Williamsburg city,15445
51,840,Virginia,Winchester city,28008
53,001,Washington,Adams ,20605
53,003,Washington,Asotin ,22290
53,005,Washington,Benton ,207230
53,007,Washington,Chelan ,79185
53,009,Washington,Clallam ,77280
53,011,Washington,Clark ,505013
53,013,Washington,Columbia ,3949
53,015,Washington,Cowlitz ,110924
53,017,Washington,Douglas ,42998
53,019,Washington,Ferry ,7178
53,021,Washington,Franklin ,97076
53,023,Washington,Garfield ,2292
53,025,Washington,Grant ,99365
53,027,Washington,Grays Harbor ,75811
53,029,Washington,Island ,86948
53,031,Washington,Jefferson ,33048
53,033,Washington,King ,2272571
53,035,Washington,Kitsap ,275660
53,037,Washington,Kittitas ,44589
53,039,Washington,Klickitat ,22783
53,041,Washington,Lewis ,82474
53,043,Washington,Lincoln ,10920
53,045,Washington,Mason ,66028
53,047,Washington,Okanogan ,42118
53,049,Washington,Pacific ,23470
53,051,Washington,Pend Oreille ,13482
53,053,Washington,Pierce ,922828
53,055,Washington,San Juan ,17818
53,057,Washington,Skagit ,129852
53,059,Washington,Skamania ,12034
53,061,Washington,Snohomish ,829331
53,063,Washington,Spokane ,540700
53,065,Washington,Stevens ,46566
53,067,Washington,Thurston ,295729
53,069,Washington,Wahkiakum ,4443
53,071,Washington,Walla Walla ,62574
53,073,Washington,Whatcom ,227304
53,075,Washington,Whitman ,47786
53,077,Washington,Yakima ,256533
54,001,West Virginia,Barbour ,15440
54,003,West Virginia,Berkeley ,122654
54,005,West Virginia,Boone ,21714
54,007,West Virginia,Braxton ,12386
54,009,West Virginia,Brooke ,22469
54,011,West Virginia,Cabell ,94137
54,013,West Virginia,Calhoun ,6199
54,015,West Virginia,Clay ,8006
54,017,West Virginia,Doddridge ,7786
54,019,West Virginia,Fayette ,40358
54,021,West Virginia,Gilmer ,7378
54,023,West Virginia,Grant ,10954
54,025,West Virginia,Greenbrier ,32866
54,027,West Virginia,Hampshire ,23067
54,029,West Virginia,Hancock ,29019
54,031,West Virginia,Hardy ,14240
54,033,West Virginia,Harrison ,65771
54,035,West Virginia,Jackson ,27735
54,037,West Virginia,Jefferson ,57732
54,039,West Virginia,Kanawha ,180048
54,041,West Virginia,Lewis ,17009
54,043,West Virginia,Lincoln ,20337
54,045,West Virginia,Logan ,32473
54,047,West Virginia,McDowell ,18916
54,049,West Virginia,Marion ,56157
54,051,West Virginia,Marshall ,30444
54,053,West Virginia,Mason ,25356
54,055,West Virginia,Mercer ,59462
54,057,West Virginia,Mineral ,26877
54,059,West Virginia,Mingo ,23455
54,061,West Virginia,Monongalia ,105916
54,063,West Virginia,Monroe ,12330
54,065,West Virginia,Morgan ,17037
54,067,West Virginia,Nicholas ,24523
54,069,West Virginia,Ohio ,42264
54,071,West Virginia,Pendleton ,6134
54,073,West Virginia,Pleasants ,7649
54,075,West Virginia,Pocahontas ,7847
54,077,West Virginia,Preston ,34176
54,079,West Virginia,Putnam ,57399
54,081,West Virginia,Raleigh ,74349
54,083,West Virginia,Randolph ,27852
54,085,West Virginia,Ritchie ,8424
54,087,West Virginia,Roane ,13977
54,089,West Virginia,Summers ,11915
54,091,West Virginia,Taylor ,16701
54,093,West Virginia,Tucker ,6752
54,095,West Virginia,Tyler ,8279
54,097,West Virginia,Upshur ,23783
54,099,West Virginia,Wayne ,38830
54,101,West Virginia,Webster ,8329
54,103,West Virginia,Wetzel ,14382
54,105,West Virginia,Wirt ,5183
54,107,West Virginia,Wood ,83996
54,109,West Virginia,Wyoming ,21326
55,001,Wisconsin,Adams ,20673
55,003,Wisconsin,Ashland ,15977
55,005,Wisconsin,Barron ,46643
55,007,Wisconsin,Bayfield ,16229
55,009,Wisconsin,Brown ,268741
55,011,Wisconsin,Buffalo ,13320
55,013,Wisconsin,Burnett ,16588
55,015,Wisconsin,Calumet ,52476
55,017,Wisconsin,Chippewa ,66279
55,019,Wisconsin,Clark ,34628
55,021,Wisconsin,Columbia ,58510
55,023,Wisconsin,Crawford ,16086
55,025,Wisconsin,Dane ,562306
55,027,Wisconsin,Dodge ,89262
55,029,Wisconsin,Door ,30102
55,031,Wisconsin,Douglas ,44275
55,033,Wisconsin,Dunn ,45440
55,035,Wisconsin,Eau Claire ,105818
55,037,Wisconsin,Florence ,4556
55,039,Wisconsin,Fond du Lac ,104076
55,041,Wisconsin,Forest ,9160
55,043,Wisconsin,Grant ,51934
55,045,Wisconsin,Green ,36992
55,047,Wisconsin,Green Lake ,18997
55,049,Wisconsin,Iowa ,23676
55,051,Wisconsin,Iron ,6128
55,053,Wisconsin,Jackson ,21102
55,055,Wisconsin,Jefferson ,84858
55,057,Wisconsin,Juneau ,26759
55,059,Wisconsin,Kenosha ,169073
55,061,Wisconsin,Kewaunee ,20539
55,063,Wisconsin,La Crosse ,120852
55,065,Wisconsin,Lafayette ,16605
55,067,Wisconsin,Langlade ,19438
55,069,Wisconsin,Lincoln ,28374
55,071,Wisconsin,Manitowoc ,81250
55,073,Wisconsin,Marathon ,137954
55,075,Wisconsin,Marinette ,41869
55,077,Wisconsin,Marquette ,15584
55,078,Wisconsin,Menominee ,4255
55,079,Wisconsin,Milwaukee ,938149
55,081,Wisconsin,Monroe ,46281
55,083,Wisconsin,Oconto ,39043
55,085,Wisconsin,Oneida ,37839
55,087,Wisconsin,Outagamie ,190832
55,089,Wisconsin,Ozaukee ,91569
55,091,Wisconsin,Pepin ,7335
55,093,Wisconsin,Pierce ,42191
55,095,Wisconsin,Polk ,45006
55,097,Wisconsin,Portage ,70378
55,099,Wisconsin,Price ,14015
55,101,Wisconsin,Racine ,197440
55,103,Wisconsin,Richland ,17274
55,105,Wisconsin,Rock ,163643
55,107,Wisconsin,Rusk ,14168
55,109,Wisconsin,St. Croix ,93797
55,111,Wisconsin,Sauk ,65718
55,113,Wisconsin,Sawyer ,18107
55,115,Wisconsin,Shawano ,40838
55,117,Wisconsin,Sheboygan ,117937
55,119,Wisconsin,Taylor ,19897
55,121,Wisconsin,Trempealeau ,30776
55,123,Wisconsin,Vernon ,30693
55,125,Wisconsin,Vilas ,23076
55,127,Wisconsin,Walworth ,106499
55,129,Wisconsin,Washburn ,16597
55,131,Wisconsin,Washington ,136732
55,133,Wisconsin,Waukesha ,407148
55,135,Wisconsin,Waupaca ,51713
55,137,Wisconsin,Waushara ,24511
55,139,Wisconsin,Winnebago ,171646
55,141,Wisconsin,Wood ,74091
56,001,Wyoming,Albany ,37079
56,003,Wyoming,Big Horn ,11467
56,005,Wyoming,Campbell ,47116
56,007,Wyoming,Carbon ,14499
56,009,Wyoming,Converse ,13724
56,011,Wyoming,Crook ,7178
56,013,Wyoming,Fremont ,39177
56,015,Wyoming,Goshen ,12503
56,017,Wyoming,Hot Springs ,4622
56,019,Wyoming,Johnson ,8459
56,021,Wyoming,Laramie ,100690
56,023,Wyoming,Lincoln ,19674
56,025,Wyoming,Natrona ,80229
56,027,Wyoming,Niobrara ,2439
56,029,Wyoming,Park ,29656
56,031,Wyoming,Platte ,8623
56,033,Wyoming,Sheridan ,30996
56,035,Wyoming,Sublette ,8723
56,037,Wyoming,Sweetwater ,42158
56,039,Wyoming,Teton ,23347
56,041,Wyoming,Uinta ,20441
56,043,Wyoming,Washakie ,7658
56,045,Wyoming,Weston ,6809
